id,description,hint,difficulty,volume,chapter,section
Higher-Order Trigonometric Derivatives,"Successive derivatives of trigonometric functions follow cyclic patterns, particularly useful for sine and cosine.",Notice that differentiating sin(x) four times returns to sin(x); use this pattern to find any order derivative quickly.,1,1,Derivatives,3.5 Derivatives of Trigonometric Functions
Composite Function Structure,"A function formed by applying one function to the result of another, written as f(g(x)) or (f ∘ g)(x).",Identify the 'outer' function f and the 'inner' function g separately before attempting differentiation.,1,1,Derivatives,3.6 The Chain Rule
Chain Rule Formula,"The derivative of a composite function f(g(x)) equals f'(g(x)) · g'(x), the derivative of the outer function evaluated at the inner function times the derivative of the inner function.","Write out the outer function's derivative first, then multiply by the inner function's derivative as a separate factor.",2,1,Derivatives,3.6 The Chain Rule
Identifying Inner and Outer Functions,The process of decomposing a composite function into its constituent parts to apply the chain rule correctly.,Ask yourself: what operation happens last when evaluating the function? That's your outer function.,2,1,Derivatives,3.6 The Chain Rule
Chain Rule with Power Functions,"Applying the chain rule when the outer function is a power, giving d/dx[u(x)]^n = n[u(x)]^(n-1) · u'(x).","Bring down the exponent, reduce it by one, keep the base unchanged, then multiply by the derivative of the base.",2,1,Derivatives,3.6 The Chain Rule
Chain Rule with Trigonometric Functions,Applying the chain rule when the outer or inner function involves trigonometric expressions like sin(u(x)) or cos(u(x)).,"Remember the basic trig derivatives, then multiply by the derivative of whatever is inside the trig function.",3,1,Derivatives,3.6 The Chain Rule
Multiple Composition Chain Rule,"Extending the chain rule to functions with three or more nested compositions, requiring repeated application.","Work from the outermost function inward, applying the chain rule at each layer and multiplying all derivative factors together.",3,1,Derivatives,3.6 The Chain Rule
Chain Rule Combined with Other Rules,"Using the chain rule together with product rule, quotient rule, or sum rule in a single differentiation problem.","First determine which rule applies to the overall structure, then use the chain rule on any composite parts within.",3,1,Derivatives,3.6 The Chain Rule
Leibniz Notation for Chain Rule,"Expressing the chain rule as dy/dx = (dy/du)(du/dx), emphasizing the cancellation of differentials.","The 'du' appears to cancel like fractions, which can help you remember the correct order of multiplication.",2,1,Derivatives,3.6 The Chain Rule
Inverse Function Derivative Theorem,"If f is differentiable at a and f'(a) ≠ 0, then the inverse function g is differentiable at f(a) and g'(f(a)) = 1/f'(a).","The derivative of the inverse is the reciprocal of the derivative of the original function, evaluated at the corresponding point.",2,1,Derivatives,3.7 Derivatives of Inverse Functions
Power Functions with Rational Exponents,Functions of the form f(x) = x^(p/q) where p and q are integers can be differentiated using the power rule extended to rational exponents.,Apply the power rule: bring down the exponent p/q and reduce the exponent by 1.,2,1,Derivatives,3.7 Derivatives of Inverse Functions
Derivative of Inverse Sine,The derivative of arcsin(x) is 1/√(1-x²) for -1 < x < 1.,"Use the inverse function theorem with sin(y) = x, remembering that cos²(y) + sin²(y) = 1.",2,1,Derivatives,3.7 Derivatives of Inverse Functions
Derivative of Inverse Cosine,The derivative of arccos(x) is -1/√(1-x²) for -1 < x < 1.,"Similar to arcsin but with a negative sign because cosine is decreasing on [0, π].",2,1,Derivatives,3.7 Derivatives of Inverse Functions
Derivative of Inverse Tangent,The derivative of arctan(x) is 1/(1+x²) for all real x.,Use the inverse function theorem with tan(y) = x and the identity sec²(y) = 1 + tan²(y).,2,1,Derivatives,3.7 Derivatives of Inverse Functions
Chain Rule with Inverse Trigonometric Functions,"When differentiating compositions like arcsin(u(x)), apply the chain rule: multiply the derivative of arcsin by u'(x).","Find the derivative of the outer inverse trig function, then multiply by the derivative of the inside function.",2,1,Derivatives,3.7 Derivatives of Inverse Functions
Implicit versus Explicit Functions,"An explicit function has y isolated (y = f(x)), while an implicit function has x and y mixed together in an equation (e.g., x² + y² = 25).","Check if you can write y = something with only x on the right side; if not, it's implicit.",1,1,Derivatives,3.8 Implicit Differentiation
Implicit Differentiation Technique,The method of differentiating both sides of an equation with respect to x while treating y as an implicit function of x.,"Differentiate term-by-term on both sides, remembering that every y term needs the chain rule with dy/dx.",2,1,Derivatives,3.8 Implicit Differentiation
Differentiating y Terms,"When differentiating terms containing y with respect to x, multiply by dy/dx using the chain rule since y depends on x.","For any function of y like y², use the chain rule: d/dx[y²] = 2y·(dy/dx).",2,1,Derivatives,3.8 Implicit Differentiation
Solving for dy/dx Algebraically,"After differentiating implicitly, collect all dy/dx terms on one side and factor them out to solve for dy/dx.","Move all terms with dy/dx to the left, all other terms to the right, then factor out dy/dx and divide.",1,1,Derivatives,3.8 Implicit Differentiation
Implicit Differentiation of Products,"When differentiating products like xy implicitly, use the product rule and apply dy/dx to y terms.","For xy, use product rule: d/dx[xy] = x(dy/dx) + y(1) = x(dy/dx) + y.",2,1,Derivatives,3.8 Implicit Differentiation
Tangent Lines to Implicit Curves,Finding the slope of a tangent line to an implicitly defined curve by evaluating dy/dx at a specific point.,"First find dy/dx generally, then substitute both x and y coordinates of the point into your expression.",2,1,Derivatives,3.8 Implicit Differentiation
Second Derivatives via Implicit Differentiation,"Finding d²y/dx² by implicitly differentiating the expression for dy/dx, treating it as an implicit function.","After finding dy/dx, differentiate it implicitly with respect to x, then substitute your original dy/dx expression.",3,1,Derivatives,3.8 Implicit Differentiation
Implicit Curves and Relations,Equations relating x and y that may not define y as a function of x globally but can be differentiated locally.,"Even if the equation fails the vertical line test, you can still find slopes at specific points using implicit differentiation.",1,1,Derivatives,3.8 Implicit Differentiation
Derivative of e^x,The derivative of e^x equals itself: d/dx(e^x) = e^x.,This is the unique function that is its own derivative; memorize this fundamental property.,1,1,Derivatives,3.9 Derivatives of Exponential and Logarithmic Functions
Derivative of a^x,"For any positive constant a, d/dx(a^x) = a^x ln(a).","The natural log of the base appears as a constant factor; when a=e, ln(e)=1 giving the e^x case.",2,1,Derivatives,3.9 Derivatives of Exponential and Logarithmic Functions
Derivative of Natural Logarithm,The derivative of ln(x) is 1/x for x > 0.,Remember the domain restriction; this formula only works for positive x values.,1,1,Derivatives,3.9 Derivatives of Exponential and Logarithmic Functions
Derivative of log_a(x),"For positive constant a ≠ 1, d/dx(log_a(x)) = 1/(x ln(a)).",Convert to natural logarithm using the change of base formula: log_a(x) = ln(x)/ln(a).,2,1,Derivatives,3.9 Derivatives of Exponential and Logarithmic Functions
Chain Rule with Exponential Functions,"For composite exponentials like e^(g(x)), use chain rule: d/dx(e^(g(x))) = e^(g(x)) · g'(x).","First take the derivative of the outer exponential, then multiply by the derivative of the exponent.",2,1,Derivatives,3.9 Derivatives of Exponential and Logarithmic Functions
Chain Rule with Logarithmic Functions,"For composite logarithms like ln(g(x)), use chain rule: d/dx(ln(g(x))) = g'(x)/g(x).",The derivative is the inner function's derivative divided by the inner function itself.,2,1,Derivatives,3.9 Derivatives of Exponential and Logarithmic Functions
Logarithmic Differentiation Technique,"Taking ln of both sides before differentiating simplifies products, quotients, and variable exponents.","Use when you have complicated products or functions like x^x; take ln first, then differentiate implicitly.",3,1,Derivatives,3.9 Derivatives of Exponential and Logarithmic Functions
Derivative of Variable Base and Exponent,"For f(x)^(g(x)), rewrite as e^(g(x)ln(f(x))) then differentiate using chain rule.","When both base and exponent contain x, use the exponential-logarithm identity before differentiating.",3,1,Derivatives,3.9 Derivatives of Exponential and Logarithmic Functions
Related Rates Problem Structure,"A problem where multiple quantities change over time and are connected by an equation, requiring finding one rate given others.","Identify all changing quantities, write an equation relating them, then differentiate both sides with respect to time.",1,1,Applications of Derivatives,4.1 Related Rates
